article_id,cluster
237347022,15
237347024,13
237347025,13
237347027,13
237347028,15
237347031,13
237347035,17
237347036,13
237347037,13
237347039,15
237347040,17
237347043,15
237347044,13
237347045,10
237347052,13
237347053,15
237347055,13
237347059,10
237347060,15
237347063,10
237347069,17
238197014,15
238197030,6
238197034,15
240561001,10
240670058,7
240670060,7
240840032,7
241412034,5
241412037,6
241412038,12
241412043,5
241412044,12
241412045,5
241412046,5
241412052,1
241436001,18
241436006,18
241486015,8
241486016,8
241590001,13
241602003,13
241602018,15
241602023,13
241602024,13
241602027,13
241602028,13
242354009,16
243613004,6
243937001,19
243937018,19
243937023,19
243937024,19
243937025,19
243937028,19
244267001,8
244267004,8
244267017,8
244267021,8
244267027,15
244267028,8
244267029,8
244267032,8
244269018,6
244269019,6
244269020,6
244853002,5
244853030,6
244853032,6
244853036,6
245348002,18
247072018,11
247072020,11
247072022,11
247072023,11
247072025,11
247072026,11
247072031,11
247072032,11
249136006,1
249136011,1
249136015,1
249136019,12
249136020,12
249136022,12
249136023,1
249136025,12
249136028,12
249136034,12
250099001,19
250099002,19
250457010,12
251510001,19
252229001,8
252298002,6
252298005,5
252298006,6
252298013,5
252298014,1
252298015,12
252298016,15
253176016,19
253448001,10
253448002,10
253448003,14
253448056,19
253448059,19
253448062,19
254303049,13
254303050,15
254303051,13
254303054,13
254303055,13
254303056,13
254303057,13
254303058,16
254303059,13
254457030,5
254457031,7
254457033,5
254457034,5
254457037,5
254457038,5
254457039,5
254940026,1
255396006,15
255396007,6
255396010,6
255396018,6
255396023,15
255396024,6
255396025,15
255396033,15
255396042,6
256096022,2
256096023,15
256151014,8
256151015,8
256511038,19
256511039,19
256513038,19
257430026,2
257430027,2
257430029,12
257430030,12
257430032,2
257430035,8
257430036,12
257667055,17
257667061,17
258650001,19
260736025,6
260736026,6
260736028,7
260736029,15
260736030,6
260736032,6
260736033,6
261526007,9
261526010,7
261606001,8
261606016,15
261606022,15
261840008,9
261840009,9
262277009,8
262277011,8
262277026,15
262277029,8
264713001,19
264713028,19
264984001,13
265069012,6
265069014,6
265069020,6
265069021,15
265069024,6
265069025,6
265069026,6
265071012,6
265071013,6
265071020,6
265071021,6
265071022,6
265071025,6
265071027,6
265071028,6
265071030,6
265071034,6
265630004,19
265630006,19
266168001,8
266168003,15
266873001,19
266873006,19
266873009,19
266875001,10
266875006,10
266875012,19
266875014,19
266875015,19
266875019,19
266875022,19
266875024,17
268305001,10
268305006,18
268305007,18
268305008,18
268450034,15
268450035,2
268450036,15
269342021,8
269342023,8
269342025,8
269342026,15
269342027,2
270375001,8
270375004,18
270375005,2
270375006,18
270381001,18
270381003,18
270381004,18
270381007,15
270381011,18
270381013,18
270382001,18
270382004,18
272591001,6
272591016,6
272591023,7
272591026,6
272591028,15
272591029,7
275362021,17
275362022,17
276242019,5
276242021,5
276242022,5
276242023,5
276242024,5
276242025,5
276242026,5
276540021,9
277738002,6
277738011,6
277738012,7
278038005,6
278038027,6
278038028,9
278038029,6
278038031,9
278038035,9
278038036,6
278563001,19
278811002,19
278811006,14
278811007,19
278811009,10
278811010,19
278811011,14
280256001,19
280256006,19
282832001,8
282832012,8
282832014,8
282832015,16
282832017,16
282832018,8
282832019,8
282832021,16
282832022,16
283236014,12
283236018,16
283236020,16
283236022,16
283236023,16
283236026,16
283236027,12
283236028,16
283236029,16
283236034,15
283532005,19
283937018,9
283937019,9
283937023,9
284985037,6
284985039,2
284985044,6
284985045,6
285143024,7
285602012,6
286536007,19
287645002,9
287645003,6
287645013,6
287645022,9
287645023,6
287645027,9
287645029,9
287645031,9
288575010,6
288575011,15
288825012,9
288825017,9
288825018,9
288825019,9
288825021,9
288825022,9
288825024,9
288825029,9
288859004,9
288859009,9
288859013,9
288859017,9
288859018,9
288859020,4
289597012,8
289597015,7
289597016,7
289597022,7
289834016,18
290022001,18
290519008,6
290519011,7
290519014,5
290519017,7
290519019,6
290519024,6
290675006,13
291333007,6
291333012,6
291333013,6
291333014,6
291333015,8
291333016,6
291333018,6
291333019,6
291333021,6
291333023,8
291338004,9
291338005,9
291338011,9
291338012,6
291338014,9
291338017,9
291338018,9
291338020,9
291338022,9
291338023,9
291338024,9
291338025,6
291338026,9
291338031,9
291338032,9
291338033,9
291338034,9
291338035,9
291957007,6
291957009,8
292453003,18
292453009,18
292453011,18
292453013,18
292453014,18
292453015,18
292453025,18
292453028,18
292453031,18
292453034,18
292551001,7
292551012,7
292551014,7
293244001,9
293244002,9
293244003,12
293244008,6
293244010,9
293433001,6
293433002,6
293433009,6
293433012,15
293433018,6
293433021,6
293433022,15
293433024,6
293433026,6
293433027,6
293433029,6
293433042,6
293433043,6
293433044,6
293433045,6
293433046,6
293433047,6
293433048,6
293433049,6
293433050,6
293433054,15
293433055,6
293433057,6
293433061,6
293510001,9
293510002,9
293510004,9
293510007,9
293510008,9
293510009,9
293510013,9
293510015,9
293510016,9
293510018,9
294008002,10
294008005,10
294008009,13
294008036,7
294008040,7
294008042,15
294008044,17
294008047,17
294008050,5
294008056,15
294076007,8
294076018,12
294237001,7
294895011,7
294895015,7
295873003,18
295873004,18
296366006,18
296366013,18
296366024,18
296366031,18
296366032,18
296366034,18
296375018,18
296471021,9
296471024,9
296471025,9
296476008,9
296476009,9
296476012,9
296476013,9
296476014,9
296476015,9
296476017,9
296476018,9
296476019,9
296476022,9
297067002,10
297067003,9
297078001,16
297078002,19
297078005,15
297078008,15
297791001,8
297791002,8
297796002,1
297898002,12
299668015,12
299668017,16
299668018,16
299733001,13
299733007,15
299733008,15
299768001,18
299768002,18
299841003,18
299841004,18
300024006,1
300024009,12
300024013,12
300024016,12
300024017,1
300024037,1
300024042,1
300024045,1
300024047,12
300024048,12
300024056,1
300024058,1
300024063,12
300024064,1
300637004,18
300696001,18
300907006,2
300908002,6
300908003,6
300908004,6
300908009,6
300908010,6
301213001,19
301213007,19
301213011,19
301213013,19
301213014,19
301227002,10
301227017,19
301227019,19
301227023,19
301364029,8
301517004,5
301517018,5
301517036,18
301656013,12
301656017,12
301656018,12
301656026,10
301656028,12
301656029,12
301668004,9
301668005,9
301687001,9
301687009,9
301687012,9
301687013,9
301687016,9
301687018,9
301901001,6
302311022,17
302311024,17
302311026,17
302334001,18
302334003,18
302334005,18
304576027,17
304692003,19
304766005,19
304766007,19
304766008,8
304766009,19
304778007,19
304778008,19
304778009,19
304778010,19
304778011,16
304786005,16
304786006,16
304786007,16
304786008,16
304946034,8
305304008,1
305304010,6
305304019,1
305304020,6
305305010,11
305584002,9
305775003,15
305775005,9
305775022,9
305775023,8
305775024,6
305775025,9
305775031,9
305775032,9
305775041,6
305931001,10
306307002,6
306307005,7
306307019,7
306307020,6
306307043,6
306307076,6
306847002,6
306847007,6
306847008,2
306847009,6
306847010,6
306847011,6
306847013,6
307239001,19
307239004,10
307239005,10
307239010,19
307656008,8
307656018,2
307656020,15
307656023,8
307656027,7
307656029,15
307847009,9
307952006,17
308154005,7
308154007,6
308154008,7
308158008,6
308158009,6
308158014,6
308158016,6
309434006,9
309434007,9
309434009,9
309434010,9
309434011,9
309434013,9
309434014,9
309434015,9
309509009,6
309864002,8
309864010,12
309864011,12
309864012,12
309864013,2
309864014,12
309864016,12
310091014,11
310091017,11
310091018,11
310091019,11
310091020,11
310091024,11
310091025,11
310091032,11
310091033,11
310091034,11
310091035,11
310091036,11
310091038,11
310091039,11
310091040,11
310091041,11
310091042,11
310091043,11
310365019,18
311059018,2
311059024,2
311059025,2
311059026,2
311059028,7
311059029,6
311059031,2
311059032,2
312058003,6
312543001,13
312543004,13
312543005,13
312829006,5
312829007,18
312829010,18
312829011,5
312878001,6
312878005,6
312878010,6
315352006,6
315352008,5
315497001,18
315497012,18
315497016,18
315497017,18
315497018,18
315509001,18
315509020,18
315509024,18
315509032,18
315509033,18
315509036,8
315795001,18
315795004,18
315795005,18
315987003,18
315987004,18
315987005,18
315987014,18
315987015,18
316008005,18
316085001,6
316085002,6
316085013,6
316242054,2
316242055,2
316441001,13
316441005,15
316441006,13
316441008,13
316441011,13
316441012,15
316441015,13
316441016,13
316441023,15
316441024,13
316441025,13
316441033,15
316441034,15
316441036,8
316441038,15
316441039,15
316471003,13
316471020,13
316553025,6
316553026,15
316553027,15
316553030,15
316657001,6
316657008,6
316657010,6
316657013,6
316657015,7
317055012,8
317348002,6
317812001,6
317812011,2
317812012,2
318035003,18
318035009,5
318035015,18
318035017,18
318035018,18
318035022,5
318035023,5
318035025,5
318035026,15
318066004,7
318066006,7
318066013,18
318066014,7
318066016,7
318238001,7
318914001,6
318914007,6
318914012,6
318914016,6
318914017,5
318914019,5
318914025,5
318914026,7
318914029,5
318951002,6
318951018,6
318951019,6
318951020,15
318951021,6
318951022,6
318951023,6
318951024,6
318951025,6
318951026,6
318951032,5
319811019,7
319811024,15
319811026,5
319811027,5
319906001,15
319906002,19
319906005,16
319906006,19
319906007,15
319906008,15
319906009,19
320524003,18
320880001,6
321249006,17
321249007,19
321249009,16
321249010,16
321591012,18
321591013,18
322017003,10
322017015,7
322017029,18
322017030,15
322017038,7
322017039,18
322017040,5
322017043,7
322322009,18
322322010,18
322322012,18
322322014,18
322322016,18
323274002,9
324375010,7
324502001,18
324502003,18
324502008,18
324502017,18
324502018,18
324502019,18
324946001,19
324963007,18
324963025,18
324963026,5
324963028,18
324963029,18
324963030,18
324963035,18
324963036,5
324963040,18
324963051,18
324963052,18
324963055,18
325027011,19
325027016,19
325087002,19
325087018,19
325087036,19
325087041,19
325087043,19
325087044,19
325087045,19
325542015,19
325542018,19
325542020,19
326885002,7
326885010,6
326885016,2
326885022,6
326885026,15
326885027,6
326885030,7
326885032,6
326885036,6
326885037,6
326885038,15
326885046,7
326885049,6
326885050,7
326885051,7
326885053,6
326885054,6
327144031,9
327144032,9
327144033,9
327144036,9
327144038,9
327144039,9
327144042,9
327310001,6
327310002,6
327310014,15
327310015,6
327310016,6
327368019,7
327368026,7
327821003,6
327821005,6
327821020,6
327821026,6
327821028,6
327821029,6
327821030,6
327821034,6
327821035,7
327821037,7
327821045,7
328480021,8
329052020,19
331062008,7
331062009,7
331072001,19
331072005,19
331093001,6
331093002,7
331093006,15
331474015,2
331474016,2
331474017,2
331474020,7
331474021,2
331474022,2
331474024,2
331474025,2
331474027,2
331474029,2
331474030,2
331474033,2
331474035,7
331474038,12
331474039,7
332055004,18
333159002,13
333323008,9
333323015,7
333323018,9
333323019,7
333323020,7
333323030,9
333323038,9
333323040,9
333323043,7
333353009,7
333353010,5
334077001,13
335037001,19
335037004,19
335037005,19
335896020,17
335991001,18
336125002,6
336125003,6
336881001,1
337777001,6
337777004,6
337777006,6
337777012,6
337777013,6
337777014,2
337777015,6
337777016,6
337991001,18
337991002,18
337991005,18
337991006,18
337991007,18
337991009,18
337991010,18
338016001,18
338016003,18
338016009,18
338016011,18
338400001,19
338400003,19
338400004,19
338400005,19
339252001,18
339252007,18
339252009,18
340223001,18
340546046,17
341129001,8
341186001,15
341242001,13
341242006,13
341242007,13
341242009,13
341242012,13
341242013,13
341242015,16
341242016,15
341242019,13
341242026,17
341452001,19
341782018,17
341782022,17
341782023,17
341782032,17
341782033,17
341782034,8
341782043,17
341782044,17
341909034,12
341909036,2
341909045,12
341909048,8
341909049,12
341909051,8
341917002,7
342034003,18
342034014,18
342034016,18
342034017,18
342034019,18
342034027,18
342060001,19
342345019,11
342345025,11
342345026,11
342434002,18
342434003,18
342434007,18
342840001,18
342954024,8
343973008,6
343973009,6
343973011,7
344534010,13
344625009,18
344627006,5
344905001,19
344956009,18
344956011,18
344956021,5
344956023,5
344956026,5
345815002,7
345830024,7
345830025,6
345830027,5
345830028,5
345830029,7
345830031,5
345830036,7
345830037,7
345922004,18
345922005,18
345922011,18
346539014,19
346539015,19
346539017,19
346539021,19
347182012,18
347200001,18
347975001,7
347983037,2
347983038,2
347983039,7
347983042,2
347983043,2
347983047,2
348168005,1
348330026,5
348330027,2
348330031,2
348330033,7
348330037,5
348330039,5
348330041,5
348330042,5
348330043,5
348330044,5
348330045,5
348330048,5
348330049,5
348442015,15
348657006,7
348870001,6
348870006,2
348870008,6
348870009,15
348870011,15
348995024,2
348995027,2
348995028,2
349080001,19
349301001,14
349301010,19
349301011,7
349301014,7
349301016,19
349301022,19
349301023,6
349301024,19
349301025,19
349301028,19
349301029,19
349301030,5
349301032,19
349301040,5
349301041,5
349301045,19
349301046,19
349301047,5
349301048,19
349669005,7
349669006,7
349669007,7
349669008,18
350082029,8
350082031,8
350082034,8
350135015,6
350135017,6
350135018,6
350911001,18
350911002,18
350911004,18
350911006,18
350911007,18
350911008,18
350911009,18
350911010,18
350911012,18
351098028,8
351098032,8
351182003,18
351182006,18
351332007,15
351462009,19
351484002,14
351484009,19
351484012,19
351484013,19
351484014,19
351484026,19
351484027,19
351484028,19
351484033,19
351484034,19
351484037,19
351484039,14
351484041,19
351484042,19
351771044,9
351771048,9
351914028,9
351914044,9
351933001,19
351933029,19
351933038,19
351933041,19
351933046,19
351933051,19
351933052,19
352811001,1
352811025,1
352811027,1
352811033,1
352811039,1
354041001,18
354246002,2
354246011,2
354246012,2
354246014,15
354246017,6
354246018,2
354246019,2
354246021,2
354307004,19
354307008,19
355062002,18
355062004,18
355072001,6
355072002,6
355072003,7
355072004,7
355072009,7
355072031,7
355072045,7
355307042,15
355307052,7
355307053,15
355325001,6
355325003,7
355421003,5
355421004,5
355569001,6
355569002,15
355569004,2
355569005,2
355569011,7
355569043,15
355569046,7
356004013,8
356174004,8
356289005,6
356289021,6
356289059,2
356289060,7
356289064,12
356289065,2
356289068,6
356289075,6
356289076,6
356289077,12
356438015,7
356438016,5
356438017,18
356438023,5
356693020,18
357130011,15
357130017,15
357751001,18
357751002,18
357751003,18
357792003,18
357792004,18
357792006,18
357792007,18
357792008,18
357792009,18
357792011,18
358254004,16
358383017,5
358383021,5
358483006,12
358483007,6
358483009,6
358483013,12
358753001,18
358753005,18
359043005,6
359043006,2
359043007,5
359043008,5
359504016,8
359504019,8
359804002,7
359804013,7
359909001,7
359909015,7
359909030,7
359909035,7
360295023,18
360859003,6
360859004,6
360859006,6
360950004,15
360950007,17
360950008,17
360950014,17
360950016,15
361401005,16
361467024,16
361467033,8
361467035,16
361467038,16
361531002,7
361531003,7
361531005,7
361531012,18
362219001,15
362219002,19
362931024,17
362931025,17
362931027,8
362931028,17
362997001,8
362997005,15
362997008,8
362997009,17
362997010,15
362997011,8
362997012,15
362997013,8
364297017,7
364297018,7
364297025,2
364297029,8
364297030,8
364409028,6
364409033,7
364409037,7
364409038,7
364409039,7
364409044,5
365025018,9
365058001,17
365102023,7
365102032,7
365102037,7
365102042,7
365102043,7
365439048,17
365439051,15
365439052,15
365439057,16
365439058,16
365592009,15
366686001,17
366686005,17
366686011,17
366686017,15
366686018,15
366686020,17
366686022,17
366686023,15
366686024,17
366686025,8
366686026,15
366859017,12
366859020,16
366859023,17
366859024,17
366859031,16
366859032,17
366859033,12
366859034,17
367194001,18
367372001,13
367376002,18
368038002,18
368038004,18
368038005,18
368038011,18
368300006,17
368300011,15
368300014,8
368300015,17
368300022,17
368505002,6
368505006,6
368603022,9
368603029,6
368603035,2
368979001,13
369423002,7
369423004,6
369796004,18
369796007,10
369796023,18
369796024,18
369796025,18
369796026,18
369796027,18
369796032,15
369796035,18
370594006,18
370594007,8
370594017,8
370594018,8
370594020,18
370594021,18
370594023,8
370737001,8
370868011,16
370868012,16
370868013,16
372008001,13
372008010,13
372008011,15
372008012,15
372576010,19
372576011,19
372576013,19
372576016,19
372576017,19
372628013,19
372628015,19
372628016,19
372628017,19
372628019,19
372628020,19
372860001,3
372860002,3
372860024,14
372860041,19
372860043,19
372860051,19
372860052,19
372860062,19
372860063,19
372860068,10
372860069,3
372860072,10
372860073,19
372860076,19
373493008,19
373493009,19
373493010,19
373506001,10
373506004,10
373506008,10
373506011,19
373506018,19
373506019,19
373506023,19
373506024,19
373506025,19
373506026,19
373506027,17
373698005,11
374762001,8
374762008,15
374762021,8
375248006,6
375248009,7
375248010,6
375248012,7
375248020,7
375248021,7
375248022,6
375248023,7
375248024,7
375248026,7
375248028,7
375248029,9
375585001,15
375585023,15
375585024,8
375585025,8
375585026,17
375585027,8
375849011,7
375849019,7
375849021,12
375849026,11
375917001,18
375917005,18
375917006,18
375917007,18
375917009,18
376172001,18
376172002,18
376172003,18
376172006,18
377239007,6
377239008,6
377266015,17
377266018,8
377277001,8
377277002,15
377277014,7
377277016,17
377277018,15
377277020,8
377277023,15
377277024,8
377277025,8
377277027,15
377277031,8
377277033,2
377277034,15
377277035,8
377277036,15
377277037,8
377277038,15
377289002,19
377436002,5
377436007,18
377436011,18
377436014,18
378124004,13
378124007,13
378124009,13
378124012,13
378124013,15
378124014,13
378135002,17
378135003,17
378135021,17
378135022,17
378135025,15
378135026,15
378135028,17
378135029,17
378135030,17
378135031,15
378135032,17
378135033,17
378135034,15
378135036,15
378135037,17
378447002,8
378447003,8
378447004,17
378447006,8
378447011,17
378447021,15
378447022,15
378447023,15
378447024,8
378447028,15
378447029,8
378447030,8
378447031,15
378447033,15
378447034,16
378447036,8
378447041,15
378447042,15
378447043,8
378447046,15
378447050,8
378447055,8
378447056,8
378719001,18
379360015,7
379360022,7
379360023,7
379360031,7
379360032,6
379360033,7
379360034,7
379360038,7
379360043,7
379360048,7
379360052,7
379360053,7
379780019,2
379780024,2
379780027,7
379780038,7
379780039,7
379780040,2
379780042,2
379780043,7
379780045,7
379780048,15
379780051,7
379963002,8
380193006,15
380193010,15
380193014,17
380193015,8
380609001,8
380609008,8
380609010,15
380609021,8
380609023,8
380609036,8
380609037,2
380609038,15
380894037,18
381038003,6
381038004,6
381038018,6
381038025,6
381038026,6
381038030,5
381038032,6
381038033,15
381187001,6
381187006,6
382127019,17
382127027,15
382127032,8
382127035,8
382127039,16
382127040,8
382468007,18
383152002,19
383152003,19
383569008,8
383569009,15
384263008,12
384263010,12
384263011,16
384263013,16
384482001,1
384482002,1
384482003,1
384482006,1
384482008,1
384482009,1
384482010,1
384654004,6
384654009,2
384654011,15
384654021,2
384654022,2
384654023,2
384851001,8
384851004,8
384851013,2
384851019,8
384851022,8
384851023,15
386399006,11
386399009,11
386399011,11
386463001,18
386463006,18
386463014,18
386678001,18
386678003,18
386681012,18
386681013,18
386681014,18
386681016,18
386681018,18
386695004,18
386859006,8
386859007,15
386859019,17
386859026,13
386859027,8
386859028,8
386859029,17
386859030,8
386859037,17
386859038,15
386859044,15
386859050,17
386859051,15
386859053,13
386859061,13
387348012,8
387348016,16
387348017,8
387348018,16
387348019,16
387348020,16
387348021,16
387348022,8
387348023,15
387348025,17
387348029,16
387348030,16
387426012,8
387444006,18
387843034,17
387843035,13
387843036,15
387843037,13
387843041,15
388573002,18
388916001,18
388916006,18
389236006,17
389388001,8
389479006,16
389479007,8
389892002,8
390469004,19
390469005,19
390469006,19
390512001,18
390512006,18
390512010,18
390512011,18
390512018,18
390531007,18
390531008,18
391032005,18
391032007,18
391032009,18
391032010,18
391032011,5
391598044,7
391598046,7
391598059,18
391598061,5
391598062,5
391750001,8
391750011,15
391750012,16
391750013,8
391750015,8
391750016,8
391772001,8
392126003,18
392168001,6
392168010,7
392168018,6
392168020,7
392168029,15
392168032,7
392203001,18
392220001,7
392269007,17
392269008,17
392269009,8
392269010,8
392269011,15
392269012,8
392269014,8
392820002,18
392933006,19
392938001,17
392938002,17
392938024,17
392938029,8
392938032,17
392938035,8
392938036,17
393321007,9
393447009,6
393447010,6
393447013,6
393447015,6
393447016,15
393750002,13
393772001,1
393772011,12
393772021,16
393993002,13
393993004,13
394292001,17
394292002,17
394292006,15
394292008,17
394522001,17
394522003,17
394522005,17
394798002,17
394798004,17
394803004,6
394803011,6
395127001,10
395127006,13
395127011,17
395127012,13
395127013,13
395127028,15
395127030,13
395127031,16
395127036,16
395127040,16
395127042,13
395127043,13
395575001,19
395575002,19
395619001,1
395619009,1
395619012,1
395619013,1
395619018,1
395658025,6
395658031,7
395658033,6
395658034,7
395658035,6
395658038,7
395658039,7
395658040,6
395658042,6
395658049,6
395658050,6
395658051,6
395730016,2
395730018,7
395730020,7
395730022,7
395730028,2
395730029,7
395730030,2
395730035,2
395730036,7
395730037,2
395730038,7
395730039,7
395730040,7
395730041,7
395730042,2
395730043,2
395730045,4
395864036,9
395864046,9
395864048,9
395864060,9
395864063,9
395864064,9
395864065,9
395864068,9
395864070,9
395864071,9
395864087,9
396135007,10
396135008,15
396135023,15
396135035,8
396135040,13
396135041,13
396135044,13
396135045,15
396135046,15
396135047,13
396135048,13
396135049,13
396135052,13
396135058,13
396135065,15
396690001,18
396690010,18
396690014,18
396690020,18
397068001,17
397068012,12
397068014,12
397068015,11
397068032,12
397376010,18
397688006,12
397807002,0
398074001,8
398074046,8
398074048,8
398074055,2
398074056,17
398074059,15
398074065,8
398074069,8
398089001,15
398089002,8
398089004,8
398089007,8
398089010,12
398089014,12
398089018,11
398089023,11
398127007,11
398559008,17
398814001,17
398814002,17
398829001,8
398829007,15
398829008,8
398863005,8
398863006,8
398863007,8
398947001,7
398947002,18
398959003,8
399036011,6
399036012,7
399036013,6
399061007,12
399061008,10
399061011,11
399061012,15
399061015,13
399061017,11
399061018,12
399061019,13
399061023,13
399061026,5
399061027,15
399061028,10
399061032,10
399061033,5
399061040,5
399087001,11
399087010,12
399087011,12
399087014,11
399087015,12
399087017,11
399087019,11
399087021,11
399087028,11
399087029,11
399087030,11
399087040,11
399087042,12
399087047,11
399087051,11
399087054,11
399136004,8
399136009,8
399136011,8
399136023,11
399136027,12
399136033,12
399136034,12
399136047,12
399136053,11
399136054,11
399136060,11
399136061,10
399136073,11
399201002,11
399201005,11
399201011,12
399201018,12
399201020,11
399201022,12
399201023,12
399201024,12
399201025,11
399201026,11
399201031,12
399201033,12
399201035,11
399201042,11
399201045,11
399223001,14
399223004,11
399223015,11
399223024,12
399223025,12
399223026,11
399223028,11
399223029,11
399223030,12
399223032,11
399223033,11
399223034,11
399223035,12
399223052,12
399223059,12
399223068,12
399256001,14
399256002,12
399256003,12
399256005,14
399256009,11
399256013,11
399256018,12
399256019,12
399256023,10
399256030,11
399256032,1
399256036,12
399256037,1
399589005,17
399589015,17
399589022,17
400246010,16
400246011,16
400246014,12
400246021,12
400285006,12
400285009,11
400285011,11
400285019,11
400285020,11
400285021,12
400296003,11
400296010,11
400296011,12
400296012,11
400319005,11
400342003,17
400342015,12
400342025,12
400342033,17
400342037,12
400456001,7
400489036,12
400489039,11
400901004,9
400901005,9
401020001,17
401020005,17
401044002,13
401044004,13
401044012,15
401044019,5
401044020,13
401044021,5
401044029,13
401044031,5
401044032,15
401044034,5
401044037,5
401044038,5
401136005,6
401136009,6
401729001,7
401729003,19
401902007,16
401902008,16
401902013,16
402065024,2
402065030,7
402065038,6
402065039,7
402065041,7
402065043,6
402361006,8
402382004,18
402382008,18
402382009,18
402382010,18
402382012,18
402389001,18
402389009,18
402389010,18
402389014,18
